Site,NomSite,Distance,Arbre,Poids,Surface,Largeur,Longueur,CircArbre,dispersion,log_disp
1,Grenou_1,0,2,24.6,0.85176,0.46777,2.62505,29,0.03462439024390244,-3.3631969249141034
1,Grenou_1,0,2,28.7,0.76651,0.41041,2.51047,29,0.02670766550522648,-3.62280465720653
1,Grenou_1,0,3,21.1,0.69393,0.51968,1.78232,67.5,0.03288767772511848,-3.4146572285978385
1,Grenou_1,0,3,21.7,0.98771,0.57275,2.31523,67.5,0.04551658986175115,-3.089678407133982
1,Grenou_1,0,3,18.3,0.97022,0.58197,2.41106,67.5,0.05301748633879781,-2.9371334889245393
1,Grenou_1,0,3,23.1,0.86384,0.54376,2.21576,67.5,0.037395670995670996,-3.286200330039908
1,Grenou_1,0,3,21.4,0.88205,0.51264,2.25,67.5,0.04121728971962617,-3.188897457267528
1,Grenou_1,0,3,27.8,0.91489,0.54773,2.25122,67.5,0.032909712230215826,-3.413987460209275
1,Grenou_1,0,3,22.3,0.83136,0.51997,2.26455,67.5,0.037280717488789236,-3.28927904340603
1,Grenou_1,0,3,23.2,0.84528,0.49216,2.33188,67.5,0.03643448275862069,-3.3122396242383956
1,Grenou_1,0,3,18,1.14656,0.60844,2.58994,67.5,0.06369777777777778,-2.753605602761713
1,Grenou_1,0,3,17.6,1.06874,0.63151,2.334,67.5,0.06072386363636363,-2.8014185175441937
1,Grenou_1,0,3,14.9,0.83671,0.57194,2.14403,67.5,0.05615503355704698,-2.8796389569883476
1,Grenou_1,0,3,13.8,1.07052,0.61604,2.47103,67.5,0.07757391304347826,-2.5565240804316036
1,Grenou_1,0,3,25.4,0.94452,0.61676,2.12661,67.5,0.037185826771653545,-3.2918275910642687
1,Grenou_1,0,3,26.4,1.06874,0.62922,2.31697,67.5,0.04048257575757576,-3.2068836256523583
1,Grenou_1,0,3,23.8,1.04161,0.59369,2.37022,67.5,0.04376512605042016,-3.1289179876369078
1,Grenou_1,0,3,25.1,0.95772,0.62602,2.24812,67.5,0.03815617529880478,-3.2660676654439573
1,Grenou_1,0,3,14.1,1.22259,0.70266,2.46389,67.5,0.08670851063829788,-2.445203238095123
1,Grenou_1,0,3,22.4,0.87134,0.50917,2.35614,67.5,0.038899107142857145,-3.2467839812469323
1,Grenou_1,0,3,22.3,1.02233,0.57568,2.42547,67.5,0.04584439461883408,-3.0825023425225453
1,Grenou_1,0,3,31.4,0.96593,0.57341,2.38108,67.5,0.030762101910828024,-3.4814718040775685
1,Grenou_1,0,4,25.6,0.77261,0.38342,2.71888,33,0.030180078125,-3.500573237010927
1,Grenou_1,0,4,23.8,0.88104,0.41398,2.9396,33,0.037018487394957986,-3.2963378318028775
1,Grenou_1,0,4,24.5,0.7887,0.38316,2.61263,33,0.03219183673469388,-3.436042376128873
1,Grenou_1,0,4,14.4,0.69077,0.35807,2.50309,33,0.04797013888888889,-3.0371765681442575
1,Grenou_1,0,4,17.9,0.81143,0.42364,2.64777,33,0.04533128491620112,-3.093757868607132
1,Grenou_1,0,4,15.9,0.68412,0.38723,2.37691,33,0.04302641509433962,-3.1459410473768323
1,Grenou_1,0,4,23.3,0.81143,0.38942,2.63154,33,0.03482532188841202,-3.3574105163320778
1,Grenou_1,0,4,23.3,0.91741,0.41802,2.87743,33,0.03937381974248927,-3.2346541570795164
1,Grenou_1,0,4,20.1,0.80374,0.38965,2.73754,33,0.03998706467661691,-3.2191992602523634
1,Grenou_1,0,4,18.9,0.76772,0.38318,2.70866,33,0.04062010582010582,-3.2034921177100566
1,Grenou_1,0,4,25.5,0.86075,0.40744,2.81626,33,0.03375490196078432,-3.3886296289278843
1,Grenou_1,0,4,17.4,0.75268,0.41787,2.53596,33,0.04325747126436782,-3.1405853145261764
1,Grenou_1,0,4,14.5,0.74638,0.38453,2.50509,33,0.051474482758620696,-2.9666690745185615
1,Grenou_1,0,4,14,0.7964,0.42773,2.64138,33,0.05688571428571428,-2.8667110364073545
1,Grenou_1,0,4,24.1,0.83487,0.40374,2.7622,33,0.034641908713692944,-3.362691095371377
1,Grenou_1,0,4,19.6,0.76702,0.41323,2.69222,33,0.03913367346938775,-3.2407719685720195
1,Grenou_1,0,4,11.8,0.74148,0.42732,2.47222,33,0.06283728813559322,-2.7672066215928677
1,Grenou_1,0,4,16.2,0.78206,0.39481,2.65286,33,0.04827530864197531,-3.0308350572757687
1,Grenou_1,0,4,22,0.74078,0.3675,2.71892,33,0.033671818181818185,-3.3910940472131044
1,Grenou_1,0,4,19.8,0.76317,0.39751,2.49038,33,0.038543939393939394,-3.255956405497237
1,Grenou_1,0,5,20,0.71683,0.40085,2.27989,37,0.0358415,-3.3286488390726348
1,Grenou_1,0,5,21.9,0.88584,0.47621,2.38434,37,0.04044931506849315,-3.2077055684147395
1,Grenou_1,0,5,24.6,1.03478,0.48601,2.62802,37,0.04206422764227642,-3.168557599201619
1,Grenou_1,0,5,27.5,1.04873,0.53713,2.48653,37,0.038135636363636365,-3.2666060963768992
1,Grenou_1,0,5,39.2,1.1606,0.52215,2.78881,37,0.029607142857142856,-3.519739634022046
1,Grenou_1,0,5,30.7,0.96371,0.53487,2.44658,37,0.031391205211726385,-3.4612275140986455
1,Grenou_1,0,5,25.5,0.88278,0.4317,2.63481,37,0.034618823529411764,-3.363357712208607
1,Grenou_1,0,5,30.1,0.85456,0.46133,2.34205,37,0.028390697674418604,-3.561693734145507
1,Grenou_1,0,5,28.9,0.98514,0.49584,2.45959,37,0.0340878892733564,-3.378813111048532
1,Grenou_1,0,5,24.5,0.94195,0.52091,2.53783,37,0.038446938775510205,-3.258476201921435
1,Grenou_1,0,5,22.8,1.03172,0.49857,2.58987,37,0.04525087719298245,-3.0955332235438227
1,Grenou_1,0,5,18.8,0.72227,0.38893,2.25532,37,0.038418617021276594,-3.259213118612447
1,Grenou_1,0,5,19.5,0.95181,0.46744,2.48973,37,0.048810769230769234,-3.0198043095111107
1,Grenou_1,0,5,36.3,1.40068,0.57636,3.06034,37,0.03858622589531681,-3.254859908284879
1,Grenou_1,0,5,19.4,0.51382,0.25809,2.84533,37,0.026485567010309283,-3.631155335481215
1,Grenou_1,0,5,28.5,1.15142,0.52978,2.78474,37,0.04040070175438597,-3.2089081240078237
1,Grenou_1,0,5,20.3,1.02628,0.53673,2.75898,37,0.05055566502463055,-2.9846802720473877
1,Grenou_1,0,5,13.7,0.95895,0.45132,2.5977,37,0.0699963503649635,-2.6593121759353706
1,Grenou_1,0,5,21.5,0.69983,0.38846,2.19283,37,0.03255023255813953,-3.424970765709778
1,Grenou_1,0,5,35.6,1.04635,0.51429,2.61246,37,0.029391853932584266,-3.5270377201534435
1,Grenou_1,0,6,27.3,0.70886,0.42917,2.23272,38,0.025965567765567767,-3.6509839353519316
1,Grenou_1,0,6,15.3,0.56034,0.38642,2.0563,38,0.0366235294117647,-3.3070643650308456
1,Grenou_1,0,6,14.2,0.6946,0.41139,2.34319,38,0.048915492957746484,-3.0176611032793783
1,Grenou_1,0,6,23.7,0.64799,0.42736,2.18666,38,0.027341350210970464,-3.5993550629887894
1,Grenou_1,0,6,14.6,0.74955,0.43463,2.46809,38,0.051339041095890416,-2.969303781238104
1,Grenou_1,0,6,19.8,0.70329,0.38939,2.25826,38,0.035519696969696965,-3.3376678921530907
1,Grenou_1,0,6,23.4,0.53182,0.3566,1.85682,38,0.022727350427350426,-3.7841862151206866
1,Grenou_1,0,6,27.5,0.77599,0.4476,2.41204,38,0.02821781818181818,-3.567801650152415
1,Grenou_1,0,6,26.1,0.66642,0.37738,2.33649,38,0.02553333333333333,-3.667770490903701
1,Grenou_1,0,6,16.4,0.61982,0.38936,2.18262,38,0.0377939024390244,-3.2756075005055565
1,Grenou_1,0,6,38.6,0.86746,0.46397,2.47515,38,0.022473056994818653,-3.7954381542050704
1,Grenou_1,0,6,16.3,0.55686,0.35852,2.11907,38,0.03416319018404908,-3.3766065249594974
1,Grenou_1,0,6,27.1,0.70642,0.44983,2.05898,38,0.026067158671586717,-3.647079045408054
1,Grenou_1,0,6,21.2,0.70816,0.41611,2.26437,38,0.03340377358490566,-3.399086403797419
1,Grenou_1,0,6,21.9,0.6299,0.3912,2.2513,38,0.028762557077625574,-3.5486808391767086
1,Grenou_1,0,6,14.3,0.53669,0.36855,2.01179,38,0.03753076923076923,-3.2825941696218823
1,Grenou_1,0,6,15.9,0.53773,0.36023,2.0358,38,0.03381949685534592,-3.386717812755842
1,Grenou_1,0,6,17.8,0.66503,0.38687,2.38445,38,0.03736123595505618,-3.2871215838599186
1,Grenou_1,0,6,19,0.56451,0.40221,1.95111,38,0.029711052631578944,-3.5162361599239147
1,Grenou_1,0,6,13.2,0.62468,0.38226,2.28398,38,0.04732424242424243,-3.050732589954817
1,Grenou_1,0,7,18.7,1.03381,0.54979,2.62251,40.5,0.055283957219251334,-2.8952725170766427
1,Grenou_1,0,7,42.6,1.16813,0.55771,2.74529,40.5,0.027420892018779338,-3.5964500736929645
1,Grenou_1,0,7,27.5,0.76215,0.45769,2.34495,40.5,0.027714545454545454,-3.5857978969468123
1,Grenou_1,0,7,14.2,1.09508,0.58004,2.65971,40.5,0.07711830985915494,-2.5624145446467255
1,Grenou_1,0,7,14.8,0.82678,0.47139,2.38419,40.5,0.055863513513513506,-2.8848438218839987
1,Grenou_1,0,7,28.3,1.03381,0.55891,2.55312,40.5,0.0365303886925795,-3.3096107978652936
1,Grenou_1,0,7,19.2,0.86213,0.50954,2.4188,40.5,0.044902604166666665,-3.103259486658211
1,Grenou_1,0,7,13.5,0.71031,0.44841,2.28956,40.5,0.052615555555555554,-2.944743469963503
1,Grenou_1,0,7,18.8,0.93013,0.52086,2.5681,40.5,0.049475,-3.0062877874935077
1,Grenou_1,0,7,18.5,1.11595,0.59879,2.6617,40.5,0.06032162162162162,-2.808064671996222
1,Grenou_1,0,7,22,0.90219,0.52222,2.45165,40.5,0.041008636363636365,-3.193972591444433
1,Grenou_1,0,7,17.8,1.06142,0.55428,2.69909,40.5,0.05963033707865169,-2.819590823026412
1,Grenou_1,0,7,13.9,0.91094,0.54978,2.6666,40.5,0.06553525179856115,-2.725167085718251
1,Grenou_1,0,7,15.8,0.91296,0.52244,2.58312,40.5,0.05778227848101265,-2.851073150989923
1,Grenou_1,0,7,28.6,0.89983,0.48993,2.45565,40.5,0.03146258741258741,-3.458956140214275
1,Grenou_1,0,7,15.5,0.93552,0.53943,2.51616,40.5,0.060356129032258066,-2.8074927784799777
1,Grenou_1,0,7,33.6,0.96682,0.51788,2.47192,40.5,0.02877440476190476,-3.548269010534116
1,Grenou_1,0,7,22.8,0.85035,0.50069,2.33798,40.5,0.037296052631578945,-3.28886778550411
1,Grenou_1,0,7,19.7,0.88233,0.52683,2.28386,40.5,0.04478832487309645,-3.105807779035955
1,Grenou_1,0,7,17.6,0.81601,0.5005,2.25569,40.5,0.04636420454545454,-3.071227571235266
1,Grenou_1,0,8,20.4,0.64964,0.37872,2.25792,62,0.03184509803921569,-3.446871816525906
1,Grenou_1,0,8,18.4,0.78636,0.42309,2.43798,62,0.04273695652173913,-3.152691240757671
1,Grenou_1,0,8,19.4,0.62078,0.38865,2.10245,62,0.03199896907216495,-3.442051593196218
1,Grenou_1,0,8,23.2,0.78293,0.44133,2.44104,62,0.03374698275862069,-3.3888642654045658
1,Grenou_1,0,8,24.1,0.82141,0.43294,2.51178,62,0.03408340248962655,-3.3789447436938964
1,Grenou_1,0,8,18.1,0.72487,0.38051,2.38275,62,0.04004806629834254,-3.217674888822092
1,Grenou_1,0,8,21.7,0.66475,0.40294,2.18231,62,0.03063364055299539,-3.485656509405422
1,Grenou_1,0,8,23.1,0.77125,0.44248,2.38027,62,0.03338744588744588,-3.3995753212902873
1,Grenou_1,0,8,20.3,0.77297,0.41081,2.43998,62,0.03807733990147783,-3.268135927027402
1,Grenou_1,0,8,14.7,0.64757,0.37732,2.22449,62,0.044052380952380954,-3.122375876928287
1,Grenou_1,0,8,21.1,0.68158,0.38254,2.26173,62,0.03230236966824644,-3.432614687102563
1,Grenou_1,0,8,15.6,0.61391,0.34502,2.19632,62,0.03935320512820513,-3.2351778556389155
1,Grenou_1,0,8,16.9,0.78293,0.43628,2.4383,62,0.04632721893491125,-3.072025608661329
1,Grenou_1,0,8,23.8,0.8592,0.45667,2.52676,62,0.03610084033613445,-3.3214391359049658
1,Grenou_1,0,8,23.7,0.79667,0.42561,2.52284,62,0.03361476793248945,-3.392789786774111
1,Grenou_1,0,8,18.5,0.66887,0.40071,2.14836,62,0.03615513513513513,-3.3199362897011606
1,Grenou_1,0,8,23.9,0.86641,0.46534,2.52013,62,0.036251464435146444,-3.3172755002865024
1,Grenou_1,0,8,20.8,0.73277,0.40601,2.4433,62,0.035229326923076926,-3.3458763920321357
1,Grenou_1,0,8,31,0.85198,0.47206,2.5277,62,0.02748322580645161,-3.594179431091894
1,Grenou_1,0,8,16.7,0.65719,0.37268,2.27715,62,0.03935269461077845,-3.235190828425667
1,Grenou_1,0,9,24.9,0.78516,0.41313,2.43956,33.5,0.031532530120481926,-3.4567355637831514
1,Grenou_1,0,9,18.1,0.68027,0.3917,2.25326,33.5,0.037583977900552484,-3.28117743906723
1,Grenou_1,0,9,16,0.68095,0.38318,2.30726,33.5,0.042559375,-3.156855119206952
1,Grenou_1,0,9,25.1,0.78516,0.40884,2.5159,33.5,0.031281274900398406,-3.4647356064502275
1,Grenou_1,0,9,25.2,0.73972,0.41137,2.25085,33.5,0.029353968253968257,-3.5283275372828387
1,Grenou_1,0,9,14.4,0.7592,0.39435,2.47361,33.5,0.05272222222222222,-2.942718238268374
1,Grenou_1,0,9,20.9,0.68505,0.39761,2.33678,33.5,0.032777511961722496,-3.4180126096537844
1,Grenou_1,0,9,22.8,0.68539,0.39094,2.31825,33.5,0.030060964912280705,-3.504527795628885
1,Grenou_1,0,9,25.6,0.82001,0.423,2.48264,33.5,0.032031640624999996,-3.441031095161764
1,Grenou_1,0,9,25.3,0.79131,0.42816,2.42572,33.5,0.03127707509881423,-3.4648698747482416
1,Grenou_1,0,9,22.8,0.76808,0.41576,2.54693,33.5,0.033687719298245614,-3.390621920553164
1,Grenou_1,0,9,24.7,0.73152,0.42353,2.346,33.5,0.029616194331983803,-3.5194339614496775
1,Grenou_1,0,9,18.7,0.71,0.38399,2.36137,33.5,0.03796791443850267,-3.271013832807317
1,Grenou_1,0,9,23.3,0.72332,0.39416,2.4094,33.5,0.031043776824034332,-3.4723569150370133
1,Grenou_1,0,9,19.1,0.80156,0.41563,2.47331,33.5,0.04196649214659686,-3.170883785148778
1,Grenou_1,0,9,20.2,0.81557,0.39809,2.59416,33.5,0.04037475247524753,-3.209550628102133
1,Grenou_1,0,9,23.8,0.83402,0.44997,2.41794,33.5,0.03504285714285714,-3.3511834767730067
1,Grenou_1,0,9,27.2,0.80669,0.41765,2.45887,33.5,0.029657720588235296,-3.5180327965999694
1,Grenou_1,0,9,21,0.71034,0.40298,2.2835,33.5,0.033825714285714285,-3.38653398805396
1,Grenou_1,0,9,32,0.87297,0.4672,2.69514,33.5,0.0272803125,-3.6015899907938946
1,Grenou_1,0,10,30.2,0.67429,0.35389,2.56404,8.5,0.022327483443708607,-3.801936917926669
1,Grenou_1,0,10,25.5,0.73306,0.35706,2.75774,8.5,0.028747450980392157,-3.5492061772210226
1,Grenou_1,0,10,26.1,0.68248,0.35095,2.61939,8.5,0.026148659003831416,-3.6439573707103454
1,Grenou_1,0,10,22.5,0.67714,0.34214,2.64739,8.5,0.03009511111111111,-3.503392541976887
1,Grenou_1,0,10,28.2,0.7295,0.3433,2.76981,8.5,0.025868794326241135,-3.6547178889633645
1,Grenou_1,0,10,22.4,0.70742,0.37981,2.54877,8.5,0.031581250000000005,-3.4551916889240553
1,Grenou_1,0,10,24.9,0.71561,0.35401,2.71895,8.5,0.028739357429718875,-3.549487756628563
1,Grenou_1,0,10,27.6,0.69744,0.33431,2.66004,8.5,0.0252695652173913,-3.678154563215159
1,Grenou_1,0,10,22.1,0.6091,0.3185,2.39571,8.5,0.027561085972850678,-3.591350429663405
1,Grenou_1,0,10,23.3,0.60732,0.31856,2.4889,8.5,0.026065236051502145,-3.647152804539805
1,Grenou_1,0,10,20.7,0.61445,0.32356,2.4596,8.5,0.029683574879227057,-3.517161420522854
1,Grenou_1,0,10,19.4,0.76334,0.38872,2.66892,8.5,0.03934742268041237,-3.2353248035849274
1,Grenou_1,0,10,26.7,0.59165,0.32741,2.36471,8.5,0.02215917602996255,-3.809503600557773
1,Grenou_1,0,10,23.7,0.59699,0.33157,2.42503,8.5,0.025189451476793252,-3.6813299642896706
1,Grenou_1,0,10,22.3,0.65078,0.31853,2.64516,8.5,0.029182959641255606,-3.5341703139830454
1,Grenou_1,0,10,22.3,0.58417,0.30566,2.51572,8.5,0.026195964125560536,-3.6421499210897603
1,Grenou_1,0,10,21.5,0.76191,0.36967,2.80917,8.5,0.03543767441860465,-3.3399797756408915
1,Grenou_1,0,10,22.9,0.57705,0.31186,2.31136,8.5,0.025198689956331878,-3.680963271675917
1,Grenou_1,0,10,26.6,0.68747,0.31552,2.64242,8.5,0.025844736842105264,-3.6556483025447943
1,Grenou_1,0,10,26.3,0.68854,0.35937,2.46451,8.5,0.02618022813688213,-3.6427508043717305
1,Grenou_1,0,11,35.1,1.08745,0.55372,2.66763,10.5,0.03098148148148148,-3.4743656245595873
1,Grenou_1,0,11,14.9,0.82823,0.5546,2.23101,10.5,0.05558590604026846,-2.889825598343617
1,Grenou_1,0,11,18.9,0.81003,0.54192,2.29098,10.5,0.042858730158730166,-3.149845917030066
1,Grenou_1,0,11,33,1.01363,0.55484,2.55203,10.5,0.030716060606060608,-3.4829696144053357
1,Grenou_1,0,11,13.7,0.75137,0.48578,2.23161,10.5,0.054844525547445254,-2.903252904945842
1,Grenou_1,0,11,21.5,0.70991,0.47197,2.19975,10.5,0.033019069767441865,-3.4106700126785725
1,Grenou_1,0,11,23.8,1.01396,0.58438,2.57179,10.5,0.042603361344537814,-3.1558221240182753
1,Grenou_1,0,11,21.2,0.79958,0.45981,2.35629,10.5,0.037716037735849056,-3.2776698708529297
1,Grenou_1,0,11,24.1,0.95801,0.57485,2.46889,10.5,0.03975145228215767,-3.2251089031490046
1,Grenou_1,0,11,17.1,0.72676,0.46695,2.21228,10.5,0.04250058479532163,-3.1582374432565117
1,Grenou_1,0,11,23.7,0.77699,0.49068,2.24006,10.5,0.03278438818565401,-3.4178028468512642
1,Grenou_1,0,11,29.1,1.05812,0.54901,2.80393,10.5,0.036361512027491404,-3.3142444256229826
1,Grenou_1,0,11,34.6,1.07869,0.65223,2.42143,10.5,0.031176011560693637,-3.468106340125499
1,Grenou_1,0,11,14.7,0.91452,0.51943,2.56027,10.5,0.062212244897959186,-2.7772034353008013
1,Grenou_1,0,11,24.6,1.01363,0.58693,2.43382,10.5,0.041204471544715446,-3.1892084958771725
1,Grenou_1,0,11,28.8,1.01902,0.56113,2.56565,10.5,0.03538263888888889,-3.3415340060085432
1,Grenou_1,0,11,18.7,0.87036,0.50134,2.42548,10.5,0.04654331550802139,-3.067371883679357
1,Grenou_1,0,11,22.5,0.72474,0.48515,2.16171,10.5,0.03221066666666667,-3.4354576183472694
1,Grenou_1,0,11,13.5,0.7871,0.50175,2.27456,10.5,0.058303703703703705,-2.842089659278116
1,Grenou_1,0,11,26.2,1.03857,0.54143,2.5559,10.5,0.039640076335877864,-3.2279146437937007
1,Grenou_1,0,12,37.6,0.74251,0.4046,2.38592,20,0.019747606382978723,-3.9247229907783563
1,Grenou_1,0,12,44.4,0.83295,0.47769,2.32148,20,0.018760135135135136,-3.97602113206459
1,Grenou_1,0,12,35.7,0.71248,0.42618,2.21705,20,0.019957422969187674,-3.9141541261943384
1,Grenou_1,0,12,40.5,0.76115,0.44528,2.35018,20,0.018793827160493826,-3.9742268055893675
1,Grenou_1,0,12,32.7,0.65276,0.37867,2.29475,20,0.019962079510703362,-3.913920829622611
1,Grenou_1,0,12,31.8,0.64827,0.40771,2.20358,20,0.020385849056603775,-3.892914292530777
1,Grenou_1,0,12,39.3,0.70764,0.36157,2.43026,20,0.01800610687022901,-4.017044308056939
1,Grenou_1,0,12,28.1,0.61824,0.39822,2.03694,20,0.022001423487544483,-3.8166481237377385
1,Grenou_1,0,12,36.7,0.79187,0.44137,2.30889,20,0.021576839237057218,-3.8361347971150535
1,Grenou_1,0,12,27.3,0.5454,0.35393,1.92623,20,0.019978021978021978,-3.913122510761563
1,Grenou_1,0,12,34.7,0.72801,0.44307,2.27773,20,0.020980115273775215,-3.86418018156887
1,Grenou_1,0,12,42.2,0.74907,0.46725,2.20147,20,0.01775047393364929,-4.03134306292988
1,Grenou_1,0,12,32.8,0.65138,0.40811,2.08706,20,0.019859146341463414,-3.919090605102465
1,Grenou_1,0,12,41.2,0.80292,0.44315,2.55751,20,0.019488349514563106,-3.9379384527548917
1,Grenou_1,0,12,30.2,0.6355,0.41812,2.03565,20,0.021043046357615895,-3.861185112733452
1,Grenou_1,0,12,31.3,0.67105,0.40148,2.17564,20,0.02143929712460064,-3.84252972668443
1,Grenou_1,0,12,34,0.76426,0.47665,2.25442,20,0.02247823529411765,-3.7952077581893735
1,Grenou_1,0,12,42.1,0.85815,0.43447,2.55824,20,0.020383610451306412,-3.8930241102878256
1,Grenou_1,0,12,38,0.78083,0.45147,2.25224,20,0.02054815789473684,-3.8849839822166037
1,Grenou_1,0,12,41.5,0.72318,0.43894,2.16391,20,0.017426024096385544,-4.0497905523904825
1,Grenou_1,0,13,20.7,0.71569,0.36575,2.7796,29.5,0.0345743961352657,-3.3646418669413
1,Grenou_1,0,13,28.5,0.80127,0.35542,3.23761,29.5,0.028114736842105265,-3.5714613973349425
1,Grenou_1,0,13,25.6,0.72766,0.34379,2.97545,29.5,0.028424218749999997,-3.5605137243318654
1,Grenou_1,0,13,24.8,0.59453,0.27611,2.73958,29.5,0.023972983870967742,-3.7308277547218385
1,Grenou_1,0,13,23.2,0.56741,0.33719,2.42784,29.5,0.024457327586206896,-3.7108254111839862
1,Grenou_1,0,13,27.8,0.88017,0.39466,3.06907,29.5,0.03166079136690647,-3.4526762290454993
1,Grenou_1,0,13,20.9,0.66849,0.379,2.63133,29.5,0.03198516746411484,-3.4424830003859155
1,Grenou_1,0,13,23.4,0.77274,0.37509,2.94502,29.5,0.033023076923076926,-3.410548661213159
1,Grenou_1,0,13,22.2,0.7495,0.35747,2.83793,29.5,0.03376126126126126,-3.3884412503177184
1,Grenou_1,0,13,27.9,0.92419,0.39188,3.17373,29.5,0.033125089605734764,-3.407464289600624
1,Grenou_1,0,13,16.6,0.59875,0.29192,2.76233,29.5,0.03606927710843373,-3.3223138256195095
1,Grenou_1,0,13,21.4,0.6942,0.35121,2.67855,29.5,0.0324392523364486,-3.428386097582257
1,Grenou_1,0,13,16.7,0.65722,0.38603,2.65808,29.5,0.03935449101796407,-3.2351451805684457
1,Grenou_1,0,13,25.6,0.71921,0.3314,2.84653,29.5,0.028094140625,-3.572194243068754
1,Grenou_1,0,13,20.8,0.52831,0.35566,2.29538,29.5,0.02539951923076923,-3.6730250330592527
1,Grenou_1,0,13,20.8,0.70935,0.35354,2.69687,29.5,0.034103365384615385,-3.378359207931415
1,Grenou_1,0,13,23.8,0.88545,0.39906,3.08749,29.5,0.03720378151260504,-3.291344869304758
1,Grenou_1,0,13,20.1,0.7185,0.37976,2.68213,29.5,0.035746268656716415,-3.3313093885280876
1,Grenou_1,0,13,28.6,0.77697,0.3559,2.7797,29.5,0.027166783216783216,-3.6057602572242935
1,Grenou_1,0,13,25.9,0.7745,0.38988,2.90766,29.5,0.029903474903474905,-3.5097805878307056
1,Grenou_1,0,14,27.9,0.87981,0.41405,2.75247,28,0.03153440860215054,-3.456675992739837
1,Grenou_1,0,14,26.6,0.83081,0.363,2.94431,28,0.03123345864661654,-3.466265366249035
1,Grenou_1,0,14,24,0.73214,0.35815,2.64289,28,0.030505833333333333,-3.489837356825426
1,Grenou_1,0,14,28.7,0.90927,0.44574,2.93588,28,0.031681881533101044,-3.4520103219718523
1,Grenou_1,0,14,34.5,0.83664,0.3933,2.83843,28,0.024250434782608698,-3.7193207325796305
1,Grenou_1,0,14,27.6,0.81814,0.36164,2.96356,28,0.029642753623188405,-3.518537580602584
1,Grenou_1,0,14,26.1,0.87467,0.38478,2.98809,28,0.03351226053639846,-3.3958439209465667
1,Grenou_1,0,14,32.1,0.96477,0.42366,3.05212,28,0.030055140186915887,-3.504721578155994
1,Grenou_1,0,14,26.7,0.90893,0.41314,2.98942,28,0.03404232209737828,-3.3801507608768775
1,Grenou_1,0,14,25.1,0.73694,0.36395,2.72632,28,0.0293601593625498,-3.5281166473707914
1,Grenou_1,0,14,32.3,1.02473,0.43445,3.18966,28,0.031725386996904026,-3.450638066972114
1,Grenou_1,0,14,27.6,0.83253,0.38554,3.00824,28,0.030164130434782607,-3.5011017944638887
1,Grenou_1,0,14,13.1,0.86576,0.37557,3.1905,28,0.06608854961832061,-2.716759775294818
1,Grenou_1,0,14,36.5,1.23509,0.48317,3.47653,28,0.033838082191780826,-3.386168418669795
1,Grenou_1,0,14,15.1,0.83869,0.38254,2.97602,28,0.05554238410596027,-2.8906088720982304
1,Grenou_1,0,14,13.5,0.78867,0.38484,2.69225,28,0.05842,-2.8400969820225423
1,Grenou_1,0,14,22.4,0.7133,0.36073,2.61449,28,0.031843750000000004,-3.446914148559139
1,Grenou_1,0,14,26.8,1.0864,0.46538,3.11171,28,0.04053731343283582,-3.2055324096945164
1,Grenou_1,0,14,26.3,0.79518,0.37781,2.77249,28,0.030234980988593153,-3.4987557140452137
1,Grenou_1,0,14,24.2,0.79484,0.38506,2.9184,28,0.03284462809917355,-3.415967075607162
2,Grenou_2,0.2,1,35.1,1.00724,0.51475,2.8012,28,0.028696296296296293,-3.5509872134536256
2,Grenou_2,0.2,1,36.2,1.0604,0.545,2.76874,28,0.02929281767955801,-3.530412923398992
2,Grenou_2,0.2,1,54.7,1.44953,0.63006,3.12305,28,0.02649963436928702,-3.630624343470541
2,Grenou_2,0.2,1,34.5,1.25428,0.60379,2.87165,28,0.03635594202898551,-3.3143976212646358
2,Grenou_2,0.2,1,24.5,1.19772,0.61026,2.71904,28,0.04888653061224489,-3.0182533680463233
2,Grenou_2,0.2,1,23.8,1.13673,0.54239,2.89331,28,0.04776176470588235,-3.0415298611272568
2,Grenou_2,0.2,1,23,1.18409,0.57142,2.96546,28,0.05148217391304348,-2.966519668842703
2,Grenou_2,0.2,1,33.9,1.18137,0.61122,2.78014,28,0.03484867256637168,-3.3567402324186424
2,Grenou_2,0.2,1,29.6,1.18716,0.56266,2.9757,28,0.040106756756756755,-3.21621046118902
2,Grenou_2,0.2,1,21.9,1.10129,0.56701,2.69752,28,0.050287214611872154,-2.9900044168528903
2,Grenou_2,0.2,1,24.3,1.14082,0.55451,2.82221,28,0.046947325102880653,-3.0587290482654823
2,Grenou_2,0.2,1,33.8,1.1415,0.57455,2.74425,28,0.03377218934911243,-3.38811761550126
2,Grenou_2,0.2,1,31.7,1.14797,0.59705,2.69821,28,0.03621356466876972,-3.3183215157314985
2,Grenou_2,0.2,1,27,1.03212,0.48828,2.88325,28,0.038226666666666666,-3.2642219266350776
2,Grenou_2,0.2,1,20.3,1.31426,0.61415,2.94521,28,0.06474187192118226,-2.7373471164568532
2,Grenou_2,0.2,1,35.7,1.21476,0.56006,2.9867,28,0.03402689075630252,-3.3806041623690697
2,Grenou_2,0.2,1,32.5,0.98782,0.50675,2.76291,28,0.03039446153846154,-3.4934948734027067
2,Grenou_2,0.2,1,28.7,0.95204,0.53051,2.49833,28,0.03317212543554007,-3.4060453510323057
2,Grenou_2,0.2,1,39.3,1.08119,0.53642,2.74788,28,0.027511195928753184,-3.5931622324804438
